#
#
# US Geological Survey
# retrieved: 2023-11-20 15:48:54 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#
#
# query started 2023-11-20 15:48:54 EST
#
# there are 1968 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	coord_datum_cd
USGS	395722095510901	01S 14E 21ABA 01	GW	39.95611140	-95.85276980	T	NAD27
USGS	395722095535701	01S 13E 24AAA 01	GW	39.95611110	-95.89943870	T	NAD27
USGS	395722095551901	01S 13E 23ABA 01	GW	39.95611097	-95.92221750	T	NAD27
USGS	395722095571401	01S 13E 21AAA 01	GW	39.95611076	-95.95416350	T	NAD27
USGS	395722095583601	01S 13E 20ABA 01	GW	39.95611060	-95.97694240	T	NAD27
USGS	395722095595601	01S 13E 19ABB 01	GW	39.95611048	-95.99916570	T	NAD27
USGS	395727095213601	01S 18E 14DDD 01	GW	39.95750020	-95.36025690	T	NAD27
USGS	395727095265701	01S 18E 18CCC 01	GW	39.95750220	-95.44942560	T	NAD27
USGS	395727095265702	01S 18E 18CCC 02	GW	39.95750220	-95.44942560	T	NAD27
USGS	395727095295801	01S 17E 15CDC 01	GW	39.95750336	-95.49970450	T	NAD27
USGS	395727095363101	01S 16E 15DCDC01  SITE 7-1	GW	39.95746667	-95.60851670	H	NAD83
USGS	395729095381901	01S 16E 16CCC 01	GW	39.95805760	-95.63887380	T	NAD27
USGS	395729095480201	01S 14E 13CDD 01	GW	39.95805620	-95.80082290	T	NAD27
USGS	395729095525201	01S 14E 17CCD 01	GW	39.95805570	-95.88138230	T	NAD27
USGS	395729095530001	01S 14E 17CCC 01	GW	39.95805568	-95.88360460	T	NAD27
USGS	395729095532601	01S 14E 18DCC 01	GW	39.95805560	-95.89082720	M	NAD27
USGS	395729095535701	01S 13E 13DDD 01	GW	39.95805558	-95.89943870	T	NAD27
USGS	395729095545501	01S 13E 13CCC 01	GW	39.95805548	-95.91555060	T	NAD27
USGS	395733095192901	01S 19E 18DDA 01	GW	39.95916608	-95.32497830	T	NAD27
USGS	395733099210501	01S 18E 16DDC 01	GW	39.95888999	-95.39970220	T	NAD27
USGS	395734095312101	01S 17E 16CCB 01	GW	39.95944760	-95.52276050	T	NAD27
USGS	395735095445401	01S 15E 16CDB 01	GW	39.95972324	-95.74859820	T	NAD27
USGS	395735095482701	01S 14E 13CCB 01	GW	39.95972286	-95.80776760	T	NAD27
USGS	395735095520101	01S 14E 17DDA 01	GW	39.95972247	-95.86721490	M	NAD27
USGS	395740095160601	01S 19E 15DAD 01	GW	39.96110924	-95.26858820	T	NAD27
USGS	395742095580301	01S 13E 16CBD 01	GW	39.96166629	-95.96777530	T	NAD27
USGS	395746095192901	01S 19E 18DAA 01	GW	39.96277717	-95.32497830	T	NAD27
USGS	395746095202001	01S 19E 18CBB 01	GW	39.96277749	-95.33914530	T	NAD27
USGS	395748095571401	01S 13E 16DAA 01	GW	39.96333307	-95.95416360	T	NAD27
USGS	395748095575501	01S 13E 16CAB 01	GW	39.96333299	-95.96555300	T	NAD27
USGS	395748095580301	01S 13E 16CBA 01	GW	39.96333298	-95.96777530	T	NAD27
USGS	395748095582001	01S 13E 17DAA 01	GW	39.96333295	-95.97249780	T	NAD27
USGS	395755095413701	01S 15E 13BCD 01	GW	39.96527935	-95.69387500	T	NAD27
USGS	395755095414501	01S 15E 13BCC 01	GW	39.96527930	-95.69609720	T	NAD27
USGS	395755095515201	01S 14E 16BCC 01	GW	39.96527810	-95.86471490	T	NAD27
USGS	395755095564101	01S 13E 15BDD 01	GW	39.96527759	-95.94499650	T	NAD27
USGS	395755095580301	01S 13E 16BCD 01	GW	39.96527745	-95.96777530	T	NAD27
USGS	395755096003601	01S 13E 18BCC 01	GW	39.96527726	-96.01027730	T	NAD27
USGS	395756095413400	PONY C NR MORRILL, KS	ST	39.96555714	-95.69304160	M	NAD27
USGS	395800095050001	T60N R37W 32CBB1	GW	39.97444005	-95.08497420	S	NAD27
USGS	395801095591701	01S 13E 17BCB 01	GW	39.96694400	-95.98833190	T	NAD27
USGS	395812095040901	T60N R37W 32DDD1	GW	39.96999540	-95.06941840	F	NAD27
USGS	395814095494401	01S 14E 15AAA 01	GW	39.97055617	-95.82915760	M	NAD27
USGS	395814095504401	01S 14E 15BBB 01	GW	39.97055606	-95.84582510	T	NAD27
USGS	395814095520001	01S 14E 17AAA 01	GW	39.97055590	-95.86693720	T	NAD27
USGS	395814095535701	01S 13E 13AAA 01	GW	39.97055570	-95.89943880	T	NAD27
USGS	395819095282700	NOHARTS CR NR RESERVE, KS	ST	39.97194717	-95.47442620	M	NAD27
USGS	395821095465001	01S 15E 07DCC 01	GW	39.97250095	-95.78082200	T	NAD27
USGS	395821095475301	01S 14E 12DCC 01	GW	39.97250080	-95.79832280	T	NAD27
USGS	395821095550301	01S 13E 11DDD 01	GW	39.97250007	-95.91777300	T	NAD27
USGS	395821095552701	01S 13E 11DCC 01	GW	39.97250000	-95.92444000	T	NAD27
USGS	395825095173101	01S 19E 09DCA 01	GW	39.97360970	-95.29219990	T	NAD27
USGS	395825095230000	ROYS CR NR WHITE CLOUD, KS	ST	39.97361178	-95.38359090	M	NAD27
USGS	395826095291701	01S 17E 10DDA 01	GW	39.97389190	-95.48831550	T	NAD27
USGS	395826095334401	01S 17E 07CCB 01	GW	39.97389165	-95.56248360	T	NAD27
USGS	395827095533201	01S 14E 07CDA 01	GW	39.97416690	-95.89249400	T	NAD27
USGS	395827095581101	01S 13E 09CCB 01	GW	39.97416640	-95.96999770	T	NAD27
USGS	395832095173101	01S 19E 09DBD 01	GW	39.97555415	-95.29219990	M	NAD27
USGS	395833095334401	01S 17E 07CBC 01	GW	39.97583609	-95.56248360	T	NAD27
USGS	395835095113001	T60N R38W 32CAA1	GW	39.97638580	-95.19192030	F	NAD27
USGS	395838095180501	01S 19E 09CBA 01	GW	39.97722100	-95.30164460	T	NAD27
USGS	395840095483601	01S 14E 11DAA 01	GW	39.97777859	-95.81026790	T	NAD27
USGS	395840096003601	01S 13E 07CBB 01	GW	39.97777740	-96.01027740	T	NAD27
USGS	395841095324601	01S 17E 07CBBC01  SITE 11-3	GW	39.97795000	-95.54598330	H	NAD83
USGS	395847095452001	01S 15E 08ADD 01	GW	39.97972340	-95.75582080	T	NAD27
USGS	395847095494401	01S 14E 10ADD 01	GW	39.97972290	-95.82915770	T	NAD27
USGS	395847095505201	01S 14E 09ADD 01	GW	39.97972280	-95.84804750	T	NAD27
USGS	395847095562501	01S 13E 10ACD 01	GW	39.97972220	-95.94055190	T	NAD27
USGS	395853095351901	01S 16E 11ACA 01	GW	39.98139140	-95.58887300	T	NAD27
USGS	395900094500001	T60N R35W 28BDC1	GW	39.98888269	-94.83496820	M	NAD27
USGS	395900095023001	T60N R37W 34	GW	39.98332840	-95.04191810	M	NAD27
USGS	395903095155801	T60N R39W 34BDA1	GW	39.98416460	-95.26636600	F	NAD27
USGS	395906095345401	01S 16E 12BBB 01	GW	39.98500260	-95.58192850	T	NAD27
USGS	395907095430301	01S 15E 10AAA 01	GW	39.98527930	-95.71776440	T	NAD27
USGS	395907095474501	01S 14E 12ABA 01	GW	39.98527876	-95.79610060	M	NAD27
USGS	395907095512601	01S 14E 09BAA 01	GW	39.98527837	-95.85749240	T	NAD27
USGS	395907095534901	01S 14E 07BBB 01	GW	39.98527810	-95.89721660	T	NAD27
USGS	395911095233301	01S 18E 03CCD 01	GW	39.98638970	-95.39275780	M	NAD27
USGS	395911095234201	01S 18E 03CCC 01	GW	39.98638976	-95.39525790	T	NAD27
USGS	395911095252301	01S 18E 05DCC 01	GW	39.98639039	-95.42331400	T	NAD27
MO005	395912095121001	T60N R38W 30 12700	GW	39.98666667	-95.20277780	5	NAD83
USGS	395913095494401	01S 14E 03DDD 01	GW	39.98694520	-95.82915770	T	NAD27
USGS	395913095530001	01S 14E 05CCC 01	GW	39.98694489	-95.88360480	T	NAD27
USGS	395913095530701	01S 14E 06DDD 01	GW	39.98694488	-95.88554930	T	NAD27
USGS	395913095533101	01S 14E 06CDD 01	GW	39.98694480	-95.89221630	T	NAD27
USGS	395913095543801	01S 13E 01CDC 01	GW	39.98694470	-95.91082830	T	NAD27
USGS	395913095545401	01S 13E 01CCC 01	GW	39.98694469	-95.91527300	T	NAD27
USGS	395913095572201	01S 13E 04DDC 01	GW	39.98694440	-95.95638600	T	NAD27
MO005	395916095121001	T60N R38W 30 12701	GW	39.98777778	-95.20277780	5	NAD83
USGS	395917095120501	T60N R38W 30DAC1	GW	39.98805257	-95.20164280	F	NAD27
USGS	395920095591701	01S 13E 05CCB 01	GW	39.98888869	-95.98833200	T	NAD27
USGS	395937095273701	01S 17E 01BDD 01	GW	39.99361340	-95.46053720	T	NAD27
USGS	395939095505201	01S 14E 04ADD 01	GW	39.99416740	-95.84804760	T	NAD27
USGS	395946095483601	01S 14E 02ADA 01	GW	39.99611210	-95.81026800	T	NAD27
USGS	395946095581901	01S 13E 05ADA 01	GW	39.99611109	-95.97222020	T	NAD27
USGS	395952095462001	01S 15E 05BBC 01	GW	39.99777905	-95.77248840	T	NAD27
USGS	395952095480201	01S 14E 01BAD 01	GW	39.99777887	-95.80082310	M	NAD27
USGS	395952095564901	01S 13E 03BAC 01	GW	39.99777790	-95.94721900	T	NAD27
USGS	395957095195101	01S 19E 06ABB 01	GW	39.99916600	-95.33108990	T	NAD27
USGS	395957095302301	01S 17E 04AAA 01	GW	39.99916980	-95.50664940	T	NAD27
USGS	395959095394601	01S 16E 06AAB 01	GW	39.99972426	-95.66304130	T	NAD27
USGS	395959095495301	01S 14E 03AAB 01	GW	39.99972310	-95.83165790	T	NAD27
USGS	395959095525901	01S 14E 05BBB 01	GW	39.99972280	-95.88332710	T	NAD27
USGS	395959095535601	01S 13E 01AAA 01	GW	39.99972270	-95.89916120	T	NAD27
USGS	395959095550201	01S 13E 02AAA 01	GW	39.99972259	-95.91749540	T	NAD27
USGS	395959095592601	01S 13E 06AAA 01	GW	39.99972210	-95.99083230	T	NAD27
USGS	400001095374000	PONY C NR RESERVE, KS	ST	40.00028006	-95.62804060	M	NAD27
USGS	400006095583801	  1N 13E32DD  1	GW	40.00166666	-95.97749830	F	NAD27
USGS	400007095212901	  1N 18E35DC  1	GW	40.00194438	-95.35831270	F	NAD27
USGS	400007095245301	  1N 18E32DC  1	GW	40.00194566	-95.41498070	F	NAD27
USGS	400007095283501	  1N 17E35CD  1	GW	40.00194705	-95.47664870	F	NAD27
USGS	400010095573901	  1N 13E33DC  1	GW	40.00277788	-95.96110860	F	NAD27
USGS	400017095174101	T60N R39W 20DAA1	GW	40.00472069	-95.29497790	S	NAD27
USGS	400017095174501	T60N R39W 20DAA2	GW	40.00472070	-95.29608900	S	NAD27
USGS	400017095174502	T60N R39W 20DAA3	GW	40.00472070	-95.29608900	S	NAD27
USGS	400033095263501	  1N 18E31BC  1	GW	40.00916840	-95.44331460	F	NAD27
USGS	400033095263502	  1N 18E31BC  2	GW	40.00916840	-95.44331460	F	NAD27
USGS	400034095500201	  1N 14E34BD  1	GW	40.00944536	-95.83415820	F	NAD27
USGS	400036095535901	  1N 13E36AD  1	GW	40.01000050	-95.89999470	F	NAD27
USGS	400036095593701	  1N 13E31AD  1	GW	40.00999990	-95.99388800	F	NAD27
USGS	400045095174201	T60N R39W 20AAB1	GW	40.01249837	-95.29525570	S	NAD27
USGS	400046095261801	  1N 18E31BA  1	GW	40.01277934	-95.43859230	F	NAD27
USGS	400048095232701	  1N 18E33ABAA1	ST	40.01333380	-95.39109120	F	NAD27
USGS	400048095232702	  1N 18E33ABAA2	ST	40.01333380	-95.39109120	F	NAD27
USGS	400056095260500	BIG NEMAHA RIVER NR RULO, NE	ST	40.01555699	-95.43498100	M	NAD27
USGS	400059095320101	  1N 17E29CD  1	GW	40.01639158	-95.53387210	F	NAD27
USGS	400100095040001	T60N R37W 17DAA1	GW	40.01666188	-95.06691870	M	NAD27
USGS	400100095530901	  1N 14E30DC  1	GW	40.01666726	-95.88610520	F	NAD27
USGS	400101095563301	  1N 13E27DCBD1	GW	40.01694468	-95.94277460	F	NAD27
USGS	400102095195401	NERM-1001	ST	40.01724444	-95.33154720	S	NAD83
USGS	400104095592901	  1N 13E29CCBC1	GW	40.01777770	-95.99166580	S	NAD27
USGS	400112095243601	  1N 18E29DA  1	GW	40.02000080	-95.41025830	F	NAD27
USGS	400138094594201	T60N R37W 12DDD1	GW	40.02721650	-94.99525090	M	NAD27
USGS	400138095252701	  1N 18E29BB  1	GW	40.02722320	-95.42442530	F	NAD27
USGS	400138095300001	  1N 17E27BB  1	GW	40.02722490	-95.50026030	F	NAD27
USGS	400138095312601	  1N 17E29AA  1	GW	40.02722479	-95.52414970	F	NAD27
USGS	400138095535901	  1N 13E25AA  1	GW	40.02722275	-95.89999490	F	NAD27
USGS	400141095240801	  1N 18E28BBAA1	ST	40.02805606	-95.40248030	F	NAD27
USGS	400142095555801	  1N 13E26BB  1	GW	40.02833364	-95.93305200	F	NAD27
USGS	400142095593701	  1N 13E30AA  1	GW	40.02833325	-95.99388820	F	NAD27
USGS	400153095525201	  1N 14E19DD  1	GW	40.03138954	-95.88138300	F	NAD27
USGS	400200094470001	T60N R35W 11DAD1	GW	40.02915987	-94.78357810	M	NAD27
USGS	400200095000001	T60N R37W 12CDA1	GW	40.02777209	-95.00025100	M	NAD27
USGS	400206095480301	  1N 14E24CB  1	GW	40.03500118	-95.80110140	F	NAD27
USGS	400206095494501	  1N 14E22DB  1	GW	40.03500100	-95.82943610	F	NAD27
USGS	400208095570501	  1N 13E22CB  1	GW	40.03555576	-95.95166400	F	NAD27
USGS	400208095592001	  1N 13E20CB  1	GW	40.03555550	-95.98916590	F	NAD27
USGS	400217095270901	  1N 17E24AC  1	GW	40.03805700	-95.45275920	F	NAD27
USGS	400218095340201	  1N 16E24AC  1	GW	40.03833556	-95.56748400	F	NAD27
USGS	400227095151501	Minnesota Valley Ck Ditch nr Loess Bluffs Refuge	ST	40.04086944	-95.25415560	S	NAD83
USGS	400230095182001	T60N R39W 20BBB1	GW	40.04166484	-95.30581140	F	NAD27
USGS	400231095192601	T60N R39W 06BDA1	GW	40.04194300	-95.32414520	S	NAD27
USGS	400231095250901	  1N 18E20BABD1	ST	40.04194510	-95.41942510	F	NAD27
USGS	400232095494501	  1N 14E22AB  1	GW	40.04222320	-95.82943620	F	NAD27
USGS	400232095525201	  1N 14E19AA  1	GW	40.04222289	-95.88138300	F	NAD27
USGS	400233095143401	T60N R39W 02DCC1	GW	40.04249687	-95.24303220	F	NAD27
USGS	400233095143901	T60N R39W 13DBC1	GW	40.04249688	-95.24442110	F	NAD27
USGS	400234095311300	BIG NEMAHA RIVER NR PRESTON, NE	ST	40.04278010	-95.52053860	M	NAD27
USGS	400234095554101	  1N 13E23BA  1	GW	40.04277814	-95.92832970	F	NAD27
USGS	400245095422401	  1N 15E14CC  1	GW	40.04583500	-95.70693160	F	NAD27
USGS	400245095433201	  1N 15E15CC  1	GW	40.04583495	-95.72582090	F	NAD27
USGS	400246095482001	  1N 14E14DD  1	GW	40.04611228	-95.80582400	F	NAD27
USGS	400251094485901	Rosendale	GW	40.04769444	-94.81630560	5	NAD83
USGS	400300095552401	  1N 13E14DB  1	GW-TH	40.05000040	-95.92360740	S	NAD27
USGS	400305095165801	T61N R39W 34DBA1	GW	40.05138640	-95.28303300	F	NAD27
USGS	400311095402501	  1N 15E13AD  1	GW	40.05305730	-95.67387540	F	NAD27
USGS	400312095203401	T61N R39W 31BDD1	GW	40.05333210	-95.34247890	F	NAD27
USGS	400317095232301	T61N R40W 35BCB1	GW	40.05499979	-95.38970220	F	NAD27
USGS	400317095245801	T61N R40W 33ADB1	GW	40.05500030	-95.41470280	F	NAD27
USGS	400319095145701	PELICAN POOL SITE 1 MINN VAL CR NWR NR NAPIER,MO	LK	40.05535000	-95.24925000	1	NAD83
USGS	400321095152301	T61N R39W 36CBD1	GW	40.05583020	-95.25664350	F	NAD27
USGS	400324095402501	  1N 15E13AA  1	GW	40.05666840	-95.67387540	F	NAD27
USGS	400326095572201	  1N 13E16AA  1	GW	40.05722240	-95.95638680	F	NAD27
USGS	400326095590301	  1N 13E17BA  1	GW	40.05722220	-95.98444360	F	NAD27
USGS	400331095222001	T61N R40W 36BBB1	GW	40.05861048	-95.37247960	S	NAD27
USGS	400336095541601	  1N 13E12DC  1	GW	40.06000054	-95.90471770	F	NAD27
USGS	400337095402501	  1N 15E12DD  1	GW	40.06027950	-95.67387550	F	NAD27
USGS	400337095451401	  1N 15E 8DC  1	GW	40.06027930	-95.75415520	F	NAD27
USGS	400337095501901	  1N 14E10CC  1	GW	40.06027876	-95.83888130	F	NAD27
USGS	400350095405901	  1N 15E12CA  1	GW	40.06389058	-95.68332020	F	NAD27
USGS	400350095465601	  1N 15E 7CB  1	GW	40.06389025	-95.78248990	F	NAD27
USGS	400351095491101	  1N 14E11CB  1	GW	40.06416778	-95.81999160	F	NAD27
USGS	400351095501901	  1N 14E10CB  1	GW	40.06416765	-95.83888140	F	NAD27
USGS	400352095545001	  1N 13E12CB  1	GW	40.06444490	-95.91416270	F	NAD27
USGS	400400094520001	T61N R35W 28CBB1	GW	40.06110435	-94.85996930	M	NAD27
USGS	400404095523501	  1N 14E 8BC  1	GW	40.06777850	-95.87666100	F	NAD27
USGS	400405096002801	  1N 13E 7BC  1	GW	40.06805548	-96.00805590	F	NAD27
USGS	400405097002802	  1N 13E 7BC  2	GW	40.06805548	-96.00805590	F	NAD27
USGS	400417095192101	T61N R39W 29BBC1	GW	40.07138699	-95.32275610	S	NAD27
USGS	400417095431501	  1N 15E10BA  1	GW	40.07139050	-95.72109890	F	NAD27
USGS	400417095534301	  1N 14E 7BB  1	GW	40.07138950	-95.89555080	F	NAD27
USGS	400418095581301	  1N 13E 9BB  1	GW	40.07166679	-95.97055420	F	NAD27
USGS	400425095243901	  1N 18E 5DABD1	ST	40.07361106	-95.41109150	F	NAD27
USGS	400425095243902	  1N 18E 5DABD2	ST	40.07361106	-95.41109150	F	NAD27
USGS	400428095170501	T61N R39W 22DCC1	GW	40.07444170	-95.28497750	F	NAD27
USGS	400430095454801	  1N 15E 5CC  1	GW	40.07500150	-95.76360030	F	NAD27
USGS	400430095465601	  1N 15E 6CC  1	GW	40.07500138	-95.78249000	F	NAD27
USGS	400430095494501	  1N 14E 3DC  1	GW	40.07500107	-95.82943670	F	NAD27
USGS	400432095545001	  1N 13E 1CC  1	GW	40.07555606	-95.91416280	F	NAD27
USGS	400432095582901	  1N 13E 5DD  1	GW	40.07555565	-95.97499890	F	NAD27
USGS	400434095200201	T61N R39W 19	GW	40.07610938	-95.33414530	S	NAD27
USGS	400443095485401	  1N 14E 2CA  1	GW	40.07861228	-95.81526940	F	NAD27
USGS	400449095425801	  1N 15E 3ACCD1	GW	40.08027940	-95.71637670	F	NAD27
USGS	400458095570501	  1N 13E 3BC  1	GW	40.08277800	-95.95166460	F	NAD27
USGS	400509095471201	  1N 14E 1AA  1	GW	40.08583470	-95.78693490	F	NAD27
USGS	400509095492801	  1N 14E 3AA  1	GW	40.08583445	-95.82471440	F	NAD27
USGS	400509095521801	  1N 14E 5BA  1	GW	40.08583410	-95.87193880	F	NAD27
USGS	400510095165401	T61N R39W 22AAB1	GW	40.08610810	-95.28192180	F	NAD27
USGS	400511095550701	  1N 13E 2AA  1	GW	40.08638938	-95.91888540	F	NAD27
USGS	400522095222001	T61N R40W 13CCC1	GW	40.08944330	-95.37247950	S	NAD27
USGS	400522095364801	  2N 16E34CC  1	GW	40.08944600	-95.61359650	F	NAD27
USGS	400522095370401	  2N 16E33DD  1	GW	40.08944604	-95.61804100	F	NAD27
USGS	400522095402501	  2N 15E36DD  1	GW	40.08944606	-95.67387580	F	NAD27
USGS	400522095454801	  2N 15E32CC  1	GW	40.08944598	-95.76360050	F	NAD27
USGS	400522095530901	  2N 14E31DC  1	GW	40.08944516	-95.88610610	F	NAD27
USGS	400524095134301	T61N R38W 18DCB1	GW	40.08999606	-95.22886520	F	NAD27
USGS	400524096001101	  2N 13E31CD  1	GW	40.08999995	-96.00333370	F	NAD27
USGS	400535095422401	  2N 15E35CB  1	GW	40.09305717	-95.70693220	F	NAD27
USGS	400537095582901	  2N 13E32DA  1	GW	40.09361120	-95.97499910	F	NAD27
USGS	400545095160301	T61N R39W 14CAD1	GW	40.09582990	-95.26775470	F	NAD27
USGS	400558095220601	T61N R40W 13BBD1	GW	40.09944308	-95.36859050	F	NAD27
USGS	400600094500001	T61N R35W 10DAC1	GW	40.10415930	-94.82802420	M	NAD27
USGS	400600095285201	  2N 17E35BB  1	GW	40.10000098	-95.48137100	F	NAD27
USGS	400600095290901	  2N 17E34AA  1	GW	40.10000108	-95.48609330	F	NAD27
USGS	400600095290902	  2N 17E34AA  2	GW	40.10000108	-95.48609330	F	NAD27
USGS	400601095463901	  2N 15E31BA  1	GW	40.10027924	-95.77776800	F	NAD27
USGS	400611095494101	  2N 14E27DCD 1	GW	40.10305668	-95.82832590	F	NAD27
USGS	400613095254401	  2N 18E30DD  1	GW	40.10361094	-95.42914750	F	NAD27
USGS	400613095300001	  2N 17E27CC  1	GW-TH	40.10361240	-95.50026030	S	NAD27
USGS	400613095312601	  2N 17E29DD  1	GW	40.10361246	-95.52414980	F	NAD27
USGS	400614095355701	  2N 16E27DD  1	GW	40.10389030	-95.59942950	F	NAD27
USGS	400614095462201	  2N 15E30DC  1	GW	40.10389040	-95.77304560	F	NAD27
USGS	400614095462202	  2N 15E30DC  2	GW	40.10389040	-95.77304560	F	NAD27
USGS	400615095511001	  2N 14E28CD  1	GW	40.10416760	-95.85304920	F	NAD27
USGS	400616095573901	  2N 13E28DC  1	GW	40.10444467	-95.96110970	F	NAD27
USGS	400626095142301	T61N R39W 12DAA2	GW	40.10721817	-95.23997640	F	NAD27
USGS	400626095332601	  2N 17E30CB  1	GW	40.10722357	-95.55748400	F	NAD27
USGS	400627095433201	  2N 15E27CB  1	GW	40.10750160	-95.72582180	F	NAD27
USGS	400628095471201	  2N 14E25DA  1	GW	40.10777920	-95.78693520	F	NAD27
USGS	400632095140701	T61N R38W 07CBB3	GW	40.10888477	-95.23553190	F	NAD27
USGS	400632095141001	T61N R38W 07CBB2	GW	40.10888478	-95.23636520	F	NAD27
USGS	400632095141201	T61N R38W 07CBB1	GW	40.10888478	-95.23692080	F	NAD27
USGS	400632095142301	T61N R39W 12DAA1	GW	40.10888480	-95.23997640	F	NAD27
USGS	400634095142501	T61N R39W 12DAB1	GW	40.10944037	-95.24053190	F	NAD27
USGS	400634095142601	T61N R39W 12DAA3	GW	40.10944037	-95.24080970	S	NAD27
USGS	400637095172801	T61N R39W 10CAB1	GW	40.11027465	-95.29136640	S	NAD27
MO005	400648094493901	T61N R35W 03 13850	GW	40.11333330	-94.82750000	R	NAD83
MO005	400649094494801	T61N R35W 03 10029	GW	40.11361110	-94.83000000	5	NAD83
MO005	400649094500201	T61N R35W 03 10028	GW	40.11361110	-94.83388890	5	NAD83
MO005	400650094501101	T61N R35W 03 13849	GW	40.11388889	-94.83638890	5	NAD83
USGS	400653095395201	  2N 16E30BA  1	GW	40.11472370	-95.66470910	F	NAD27
USGS	400654095422401	  2N 15E26BB  1	GW	40.11500159	-95.70693250	F	NAD27
USGS	400654095453101	  2N 15E29BA  1	GW	40.11500160	-95.75887850	F	NAD27
USGS	400654095494501	  2N 14E27AB  1	GW	40.11500114	-95.82943720	F	NAD27
USGS	400655095142301	T61N R39W 12ADD1	GW	40.11527360	-95.23997630	F	NAD27
USGS	400655095554101	  2N 13E26BA  1	GW	40.11527824	-95.92833060	F	NAD27
USGS	400700094500001	T61N R35W 03CDC1	GW	40.11665919	-94.83357990	M	NAD27
USGS	400700095023001	T61N R37W 11DB	GW	40.11666030	-95.04191830	M	NAD27
USGS	400702095160501	T61N R39W 02CDD1	GW	40.11721850	-95.26831020	S	NAD27
USGS	400703095180601	T61N R39W 04BDA1	GW	40.11749698	-95.30192210	F	NAD27
USGS	400705095280001	  2N 17E23DD  1	GW	40.11805590	-95.46692610	F	NAD27
USGS	400705095285201	  2N 17E23CC  1	GW	40.11805620	-95.48137090	F	NAD27
USGS	400705095312601	  2N 17E20DD  1	GW	40.11805667	-95.52414980	F	NAD27
USGS	400707095472901	  2N 14E24DC  1	GW	40.11861250	-95.79165780	F	NAD27
USGS	400707095491101	  2N 14E23CC  1	GW	40.11861230	-95.81999240	F	NAD27
USGS	400707095492801	  2N 14E22DD  1	GW	40.11861229	-95.82471480	F	NAD27
USGS	400707095525201	  2N 14E19DD  1	GW	40.11861190	-95.88138400	F	NAD27
USGS	400708095202701	T61N R39W 06ACC1	GW	40.11888666	-95.34108980	S	NAD27
USGS	400708095203301	T61N R39W 06CDD1	GW	40.11888669	-95.34275650	S	NAD27
USGS	400708095555801	  2N 13E23CC  1	GW	40.11888930	-95.93305300	F	NAD27
USGS	400708095590301	  2N 13E20CD  1	GW	40.11888897	-95.98444420	F	NAD27
USGS	400712095584201	  2N 13E20DCA 1	GW	40.12000010	-95.97861070	F	NAD27
USGS	400720095334301	  2N 16E24DA  1	GW	40.12222338	-95.56220640	F	NAD27
USGS	400739095494901	  2N 14E22ABCD1	GW	40.12750116	-95.83054860	F	NAD27
USGS	400742095083001	T61N R38W 01BBB1	GW	40.12832790	-95.14191950	M	NAD27
USGS	400744095272601	  2N 17E24BA  1	GW	40.12888888	-95.45748150	F	NAD27
USGS	400746095463901	  2N 15E19BA  1	GW	40.12944597	-95.77776840	F	NAD27
USGS	400746095494501	  2N 14E22AB  1	GW	40.12944560	-95.82943740	F	NAD27
USGS	400746095525201	  2N 14E19AA  1	GW	40.12944525	-95.88138420	F	NAD27
USGS	400748095083801	T61N R38W 01BBA1	GW	40.12999460	-95.14414180	S	NAD27
MO005	400752095141101	T61N R38W 06 16908	GW	40.13100000	-95.23631110	S	NAD83
USGS	400752095152001	T61N R39W 01BBB1	GW	40.13110696	-95.25580990	F	NAD27
USGS	400753095140701	T62N R38W 31CCC1	GW	40.13138446	-95.23553180	F	NAD27
USGS	400753095140801	T62N R38W 31CCD 16907	GW	40.13138889	-95.23555560	1	NAD83
USGS	400753095232201	T61N R40W 02BBB2	GW	40.13138746	-95.38970200	S	NAD27
MO005	400754095140801	T62N R38W 31 16907	GW	40.13161110	-95.23568890	S	NAD83
USGS	400755095232501	T61N R40W 02BBB1	GW	40.13194300	-95.39053540	F	NAD27
USGS	400758095270901	  2N 17E13DC  1	GW	40.13277760	-95.45275910	F	NAD27
USGS	400759095370401	  2N 16E16DD  1	GW	40.13305678	-95.61804130	F	NAD27
USGS	400759095390201	  2N 16E17CC  1	GW	40.13305690	-95.65082000	F	NAD27
USGS	400759095424101	  2N 15E15DD  1	GW	40.13305710	-95.71165500	F	NAD27
USGS	400814095541601	  2N 13E13DB  1	GW	40.13722288	-95.90471870	F	NAD27
USGS	400814095572201	  2N 13E16DA  1	GW	40.13722250	-95.95638760	F	NAD27
USGS	400825095444001	  2N 15E16BC  1	GW	40.14027949	-95.74471170	F	NAD27
USGS	400831094542701	T62N R36W 36BAA1	GW	40.14193698	-94.90774870	S	NAD27
USGS	400832095490301	  2N 14E14B   1	GW	40.14222350	-95.81777040	F	NAD27
